famille,action,outil_mcp,titre,description,engagement,repetable,rangs_batterie
git,git.commit,git_commit,Enregistrer une version,"Enregistre ce qui est indexé, sous un message. Peut corriger la dernière version au lieu d’en ajouter une, ce qui la réécrit plutôt que de la suivre.",none,True,58.11
git,git.createBranch,git_createBranch,Créer une branche,Démarre une branche à la version courante et bascule dessus. La copie de travail est laissée exactement telle quelle.,none,True,58.12
git,git.checkout,git_checkout,Changer de branche,Bascule sur une autre branche en réécrivant la copie de travail. Un document ouvert dans un onglet devient alors un document dont le fichier a changé sous lui.,files,True,58.13
git,git.stash,git_stash,Remiser les modifications en cours,Remise les modifications de la copie de travail et la ramène à la dernière version enregistrée. Les modifications quittent alors le disque.,files,True,58.14
git,git.stashPop,git_stashPop,Reprendre une remise,Remet un jeu de modifications remisées dans la copie de travail et le retire de la pile. Des fichiers sont donc réécrits.,files,True,58.15
git,git.tag,git_tag,Étiqueter une version,"Pose un nom sur une version enregistrée, pour la retrouver sans son empreinte.",none,True,58.17
git,git.stashDrop,git_stashDrop,Jeter une remise,"Supprime une remise de la pile sans la réappliquer. Ce qu’elle portait n’a jamais été enregistré, donc rien ne le rend.",files,True,58.16
git,git.resolve,git_resolve,Trancher un conflit de fusion,Retient un des deux côtés d’un conflit pour les fichiers nommés. Ce que l’autre côté portait disparaît de la copie de travail.,files,True,58.18
git,git.abortMerge,git_abortMerge,Abandonner la fusion en cours,"Ramène le dépôt là où il était avant la fusion, en défaisant ce qu’elle avait déjà écrit dans la copie de travail.",files,True,58.19
git,git.remotes,git_remotes,Lister les dépôts distants,"Rend les dépôts distants déclarés, avec leur nom et leur adresse. C’est ce vers quoi un envoi partirait.",none,True,58.20
git,git.addRemote,git_addRemote,Déclarer un dépôt distant,"Ajoute un dépôt distant sous le nom donné. Rien n’est envoyé ni rapatrié par ce seul geste, qui écrit dans la configuration locale.",none,True,58.21
git,git.fetch,git_fetch,Rapatrier les références distantes,"Va lire où en est le dépôt distant, sans rien changer à votre copie de travail et sans rien publier. C’est la moitié inoffensive d’un rapatriement.",none,True,58.22
git,git.pull,git_pull,Rapatrier et fusionner,"Rapatrie le dépôt distant et fusionne dans la branche courante, ce qui réécrit la copie de travail. Un conflit s’arrête et se tranche ensuite. Quand on demande seulement ce que le distant porte, c’est le mauvais appel : git.fetch le lit sans toucher à la copie de travail.",files,True,58.23
git,git.push,git_push,Publier vers le dépôt distant,"Envoie la branche courante vers le dépôt distant. C’est le seul geste du studio qui sorte de cette machine, et rien ici ne le rattrape.",remote,True,58.24
game,component.attach,component_attach,Attacher un composant,"Donne à un objet de la scène quelque chose à FAIRE pendant la partie — sa santé, son mouvement. C’est ainsi qu’un objet se met à bouger tout seul : node.transform le pose une fois quelque part et il y reste. Refusé si l’objet en porte déjà un de ce type.",none,True,60.1
game,component.detach,component_detach,Détacher un composant,Retire d’un objet de la scène le composant du type nommé. Refusé si l’objet ne le porte pas.,none,True,60.4
game,component.setProperties,component_setProperties,Régler un composant,Écrit un champ d’un composant que l’objet porte. Un champ que le composant ne déclare pas est ignoré.,none,True,"60.2,60.3"
play,play.start,play_start,Lancer la partie,"Démarre le jeu sur la scène affichée. Rend la main aussitôt, et l’état se lit avec runtime.report.",none,False,61.1
play,play.stop,play_stop,Arrêter la partie,Arrête le jeu et remet la scène telle qu’elle était éditée.,none,False,61.7
play,play.pause,play_pause,Mettre la partie en pause,Suspend le jeu sans le quitter. Requis avant play.step.,none,False,61.3
play,play.resume,play_resume,Reprendre la partie,"Repart d’où la pause a laissé le jeu, sans rattraper le temps arrêté.",none,False,61.5
play,play.step,play_step,Avancer d’un pas,"Fait avancer une partie EN PAUSE d’un ou plusieurs pas fixes, puis rend l’état. C’est ainsi qu’on observe sans course.",none,True,61.4
play,play.loadScene,play_loadScene,Envoyer la partie dans une autre scène,"Charge une autre scène du projet dans la partie en cours, avec un fondu facultatif. La scène se nomme par son titre ou son identifiant.",none,True,64.1
play,runtime.report,runtime_report,Lire l’état de la partie,"Rend le tick, la cadence, le nombre d’entités, le compte d’erreurs et les dernières lignes du journal.",none,True,61.2
play,runtime.errors,runtime_errors,Lire les fautes de la partie,"Rend les fautes ADRESSABLES — la référence du script, celle de l’entité, la ligne et la colonne.",none,True,61.6
script,script.list,script_list,Lister les scripts,"Rend tous les scripts du projet, avec leur référence et leur longueur.",none,True,61.8
script,script.read,script_read,Lire un script,"Rend le texte d’un script du projet, y compris ce qui n’est pas encore enregistré.",none,True,61.9
script,script.write,script_write,Écrire un script,"Écrit un script dans le projet. Refusé, avec la ligne, si le fichier ne compile pas.",files,True,61.10
studio,studio.describe,studio_describe,Décrire ce qui est en face,"Rend la scène, un objet, ses composants avec leur schéma, ses relations et ce qu’on peut encore lui ajouter.",none,True,61.11
studio,studio.docs,studio_docs,Lire les réglages documentés d’un composant ou d’un script,"Rend la tranche de documentation qui répond à une question — un composant, ou la surface qu’un script voit.",none,True,61.12
studio,studio.batch,studio_batch,Enchaîner des appels,"Exécute une suite d’appels comme un seul, avec une seule question. S’arrête au premier refus.",none,True,61.13
timeline,timeline.addSceneCue,timeline_addSceneCue,"Poser un événement, un média ou un fondu sur la timeline","Ajoute un événement, un son, une vidéo ou une transition à la timeline de la SCÈNE 3D. Un événement est un NOM diffusé sur le bus au moment dit, qu’un script entend par onMessage — c’est ainsi qu’on fait arriver quelque chose à un instant de cinématique, plutôt qu’en posant des clés d’animation. Un fondu de cinématique se pose ici, avec list=transitions et what=fade. Ce que le troisième champ désigne dépend de la liste — un nom d’événement, un identifiant d’asset, ou un genre de transition. Pour un fondu sur un bloc de montage, c’est clip.fade.",none,True,"62.1,62.2,64.2"
timeline,timeline.removeSceneCue,timeline_removeSceneCue,Retirer un repère de la timeline,"Retire un repère de la timeline de la SCÈNE 3D — un événement, un son, une vidéo ou une transition, dont un fondu de cinématique. L’identifiant se lit dans le membre cues que scene.state rend, jamais ailleurs. Pour retirer un fondu d’un bloc de montage, c’est clip.fade avec une longueur nulle.",none,True,62.3
timeline,timeline.setPanelRows,timeline_setPanelRows,Choisir ce que la timeline offre,"Décide quelles rangées le panneau propose. Ne retire jamais rien au moteur, qui joue toute la timeline quoi qu’il arrive.",none,True,62.4
assembly,game.applyTemplate,game_applyTemplate,Poser un modèle de jeu,"Pose dans la scène ouverte le sol, le personnage et les objets d’un genre de jeu, et règle la caméra et la pesanteur avec. Une seule annulation défait tout.",none,True,"63.1,63.2"
assembly,prefab.define,prefab_define,Nommer un prefab,"Inscrit une scène du projet dans game.json comme pièce réutilisable, sous le nom donné. Sans document, c’est la scène en face.",none,True,63.3
assembly,prefab.instantiate,prefab_instantiate,Instancier un prefab,"Pose dans la scène ouverte les objets d’un autre document de scène du projet, avec des identifiants neufs, à l’endroit demandé. Une partie déjà EN COURS s’envoie dans une autre scène par play.loadScene, ce que ceci ne fait pas.",none,True,"63.4,63.5"
export,game.export,game_export,Exporter le jeu,"Écrit dans un dossier un jeu qui tourne dans un navigateur sans le studio, avec la page, le runtime, les scènes, les scripts transpilés et les seuls assets qu’ils atteignent.",none,True,65.1
project,inputMaps.list,inputMaps_list,Lister les cartes de contrôles,"Liste les cartes de contrôles du projet, avec les liaisons clavier et manette. Ne change rien.",none,True,72.1
project,inputMap.read,inputMap_read,Lire une carte de contrôles,"Lit une carte de contrôles du projet par son chemin, avec ses actions nommées et ses liaisons clavier ou manette.",none,True,72.2
project,inputMap.write,inputMap_write,Écrire une carte de contrôles,Écrit une carte de contrôles validée dans le projet. Cela modifie un fichier du projet.,files,True,72.3
project,animationGraphs.list,animationGraphs_list,Lister les graphes d’animation,Liste les fichiers de graphes d’animation du projet. Ne change rien.,none,True,72.4
project,animationGraph.read,animationGraph_read,Lire un graphe d’animation,"Lit un graphe d’animation par son chemin, avec ses états, transitions et paramètres.",none,True,72.5
project,animationGraph.write,animationGraph_write,Écrire un graphe d’animation,Écrit un graphe d’animation validé dans le projet. Cela modifie un fichier du projet.,files,True,72.6
project,animation.retargetStatus,animation_retargetStatus,Lire le retargeting d’une animation,"Lit l’adaptation d’un mouvement au personnage choisi, avec les articulations absentes de chaque squelette.",none,True,72.7
context,context.readProjectCards,context_readProjectCards,Lire le contexte du projet,"Répond les fiches de contexte — ce que la PERSONNE a dit de ce projet — avec leur titre, leur texte et si elles s’appliquent.",none,True,57.3
context,context.writeProjectCard,context_writeProjectCard,Écrire une fiche de contexte,"Écrit ce que la PERSONNE dit que le projet EST ou VISE, dans son ensemble, en fiche durable relue à chaque tour. Une règle de travail sur la façon dont une chose se fait ici — comment les caméras bougent, comment les fichiers se nomment — est un souvenir : memory.write.",none,True,57.4
context,context.deleteProjectCard,context_deleteProjectCard,Supprimer une fiche de contexte,"Retire du contexte du projet la fiche que désigne un identifiant — ce que la personne a dit, dédit. Son texte est perdu.",files,True,57.5
memory,memory.recall,memory_recall,Retrouver ce qui a été appris,"Cherche ce que l’assistant a CONSTATÉ en travaillant et répond les résumés trouvés, avec leurs identifiants. Ce que la personne dit du projet vit dans les fiches de contexte.",none,True,67.2
memory,memory.read,memory_read,Lire une mémoire en entier,Répond le DÉTAIL d’un souvenir — ce à quoi il se rapporte et d’où il vient — à partir d’un identifiant que memory.recall a rendu. Le rappel donne les résumés ; ceci est ce que « donne-moi le détail » demande.,none,True,67.3
memory,memory.write,memory_write,Retenir quelque chose du projet,"Note une règle de travail de ce projet, ou ce que l’assistant a constaté en agissant — comment une chose se fait ici, à quoi sert un fichier ou un objet. Ce que la personne dit que le projet EST ou VISE est une fiche de contexte. Remplace celui qui portait déjà la même référence.",files,True,"67.1,67.5"
memory,memory.forget,memory_forget,Oublier une mémoire,Marque comme oublié ce que l’assistant avait constaté. Rien n’est effacé du fichier : ce qui a été appris reste traçable.,files,True,67.4
memory,memory.link,memory_link,Relier deux mémoires,"Ajoute un lien d’une mémoire vers une autre, pour dire que l’une éclaire l’autre.",files,True,67.5
settings,settings.read,settings_read,Lire les réglages,"Répond { settings, choices } : sous settings, tous les réglages du studio, section par section ; sous choices, ce que chaque réglage à liste fermée accepte, avec son titre et son aide. Ce que la vue DESSINE vit ici — la grille, les ombres, les repères — comme les unités, le thème et la langue. Aucune action de scène ne les active.",none,True,57.1
settings,settings.write,settings_write,Changer les réglages,"Écrit un ou plusieurs réglages, section par section. C’est ainsi que la grille et les ombres s’activent ou se règlent — les lire d’abord, un changement qui ne nomme rien de connu étant refusé plutôt qu’écrit à l’aveugle. Ce qui n’est pas nommé est laissé tel quel.",studio,True,"10.1,10.4,10.5"
settings,accounts.list,accounts_list,Lister les comptes,"Rend les comptes de génération que porte ce studio, en disant lequel est actif et lesquels peuvent être renommés ou retirés. Aucune clé ni aucun secret n’est jamais rendu.",none,True,43.8
settings,accounts.activate,accounts_activate,Changer de compte,Fait de l’un des comptes détenus celui par lequel le studio génère. Tout ce qui part ensuite le fait avec ses identifiants.,studio,False,43.9
settings,accounts.rename,accounts_rename,Renommer un compte,"Change l’étiquette sous laquelle un compte apparaît dans le studio. Ni la clé ni le secret ne traversent cette frontière, dans un sens comme dans l’autre.",studio,True,43.10
settings,settings.triggerAction,settings_triggerAction,Actionner un bouton des réglages,"Déclenche l’un des boutons de la fenêtre des réglages — révéler un fichier, ouvrir les outils de développement, copier la commande de connexion, installer la passerelle, tout remettre à zéro. Les deux derniers laissent quelque chose derrière eux et sont demandés à l’écran.",none,True,57.2
shell,auth.state,auth_state,Savoir si le studio est connecté,"Dit si une clé API est en place et sur quel compte le studio travaille. Ne rend jamais la clé elle-même, qui ne quitte pas le processus principal.",none,True,43.6
shell,window.state,window_state,Lire l’état de la fenêtre,"Rend la taille de la fenêtre, si elle est agrandie ou en plein écran, et la langue dans laquelle elle dessine — celle que le processus principal a réellement retenue.",none,True,55.1
shell,window.fullScreen,window_fullScreen,Basculer le plein écran,"Fait entrer la fenêtre en plein écran, ou l’en fait sortir. C’est un basculement, il n’y a pas de façon de demander l’un des deux états.",none,True,55.2
shell,settings.open,settings_open,Ouvrir les réglages sur une section,"Ouvre la fenêtre des réglages sur la section demandée, ou l’y amène si elle est déjà ouverte. Lire et écrire un réglage ne demande pas de l’ouvrir.",none,False,55.3
shell,updates.state,updates_state,Lire l’état des mises à jour,"Dit où en est la mise à jour de l’application — rien en vue, en cours de téléchargement, ou prête à s’installer à la prochaine fermeture. updates.install est ce qui l’installe et redémarre le studio.",none,True,56.1
shell,media.capabilities,media_capabilities,Savoir ce que le studio sait décoder,"Dit de quoi la machine est capable côté média, ce qui dépend de la présence de ffmpeg. Sans lui, l’import fonctionne mais l’interface annonce ce qu’elle ne peut pas faire.",none,True,56.6
shell,media.indexFileInPlace,media_indexFileInPlace,Donner une ligne de catalogue à un fichier,"Fait entrer dans le catalogue un fichier que le dossier du projet contient déjà, sans le copier. C’est la moitié de l’import qui n’ouvre pas de dialogue système.",none,True,56.7
shell,fonts.list,fonts_list,Lister les polices installées,"Rend les polices dans lesquelles un texte peut être écrit, celles livrées avec le studio d’abord, puis celles installées sur la machine. Chacune vient avec sa provenance, que poser une police réclame autant que son nom.",none,True,56.8
shell,favorites.listPinnedRecipes,favorites_listPinnedRecipes,Lister les recettes épinglées,"Rend les recettes épinglées au projet, avec le modèle qui les a produites et l’espace qui sait les refaire. Une recette garde de quoi relancer une génération.",none,True,55.9
shell,favorite.pinAssetRecipe,favorite_pinAssetRecipe,Épingler la recette d’un asset,"Épingle ce qui a produit un asset du projet ouvert, pour pouvoir le refaire. Un asset que personne n’a généré n’a pas de recette à garder.",none,False,55.10
shell,favorite.unpinAssetRecipe,favorite_unpinAssetRecipe,Retirer une recette épinglée,"Enlève une recette de la liste des épinglées. L’asset qu’elle avait produit, lui, ne bouge pas.",none,False,55.11
shell,fileInfo.openWindow,fileInfo_openWindow,Ouvrir les informations d’un fichier,"Ouvre la fenêtre qui décrit un fichier du projet — sa taille, sa nature, son historique et ce que le catalogue en sait.",none,False,42.6
shell,mirror.openVideoReturnWindow,mirror_openVideoReturnWindow,Ouvrir le retour vidéo,"Ouvre la fenêtre de retour, ou la ramène devant si elle est déjà là. Elle montre ce que le montage joue, sans rien porter du travail.",none,False,55.7
shell,help.openStudioWindow,help_openStudioWindow,Ouvrir une fenêtre du studio,"Ouvre le manuel utilisateur, la fenêtre des licences, celle de la consommation, le journal ou l’accueil — ou la ramène devant si elle est déjà là. Ce sont des fenêtres du processus principal, et aucune commande du registre ne les atteint.",none,False,"55.8,55.12"
shell,updates.install,updates_install,Installer la mise à jour téléchargée,"Quitte le studio et relance la version déjà téléchargée. Ne fait quelque chose qu’une fois la mise à jour prête, et ce qui n’est pas enregistré part avec la fermeture.",files,True,56.2
shell,dictation.state,dictation_state,Lire l’état de la dictée,"Dit où en est la reconnaissance vocale — au repos, en écoute, en attente d’autorisation ou de modèle — et ce qui a échoué le cas échéant.",none,True,56.3
shell,dictation.start,dictation_start,Démarrer la dictée,"Ouvre le micro et écrit ce qu’il entend là où le curseur se trouve. Sans champ actif, la dictée n’a nulle part où écrire, et le curseur se pose donc avant l’appel.",none,False,56.4
shell,dictation.stop,dictation_stop,Arrêter la dictée,"Referme le micro. Garde par défaut ce qui a été entendu, et peut le jeter à la place — les deux gestes diffèrent exactement là.",none,False,56.5
shell,panels.list,panels_list,Lister les panneaux,"Rend les panneaux que la surface au premier plan sait afficher, et dit lesquels sont ouverts. Un panneau qu’une surface ne sert pas n’y figure pas, puisqu’il ne peut pas y être ouvert.",none,True,55.4
shell,panel.open,panel_open,Ouvrir un panneau,"Amène un panneau devant, à l’endroit que la surface au premier plan lui réserve. Un panneau déjà visible reçoit le focus plutôt que d’être réécrit.",none,False,55.5
shell,panel.close,panel_close,Fermer un panneau,Vide la demi-zone où la surface au premier plan range ce panneau. La disposition des autres panneaux ne bouge pas.,none,False,55.6
